Country,Year,GDP Growth,Inflation,Top 10% Wealth Percentage
Luxembourg,1996,8.93,-0.96,37.4
Luxembourg,1997,7.5,-2,38.1
Luxembourg,1998,7.74,5.8,37.9
Luxembourg,1999,8.92,2.16,36.9
Luxembourg,2000,0.936,0.457,37.6
Luxembourg,2001,1.54,1.68,36.1
Luxembourg,2003,4.07,2.95,38.3
Luxembourg,2004,5.51,4.2,39.7
Luxembourg,2005,5.23,7.04,35.2
Luxembourg,2006,7.14,1.49,39.3
Luxembourg,2007,-0.191,3.88,38
Luxembourg,2008,-3.71,1.4,33
Luxembourg,2009,3,3.62,36.3
Luxembourg,2010,0.99,4.77,35
Luxembourg,2011,-1.04,2.56,33.8
Luxembourg,2012,1.27,1.7,33.1
Madagascar,1990,-6.23,8.54,49.4
Madagascar,1991,1.29,14.6,48.9
Madagascar,1992,2.21,9.99,48.4
Madagascar,1993,0.118,39,47.9
Madagascar,1994,1.84,49,47.5
Madagascar,1995,2.24,19.8,47
Madagascar,1996,3.86,4.49,46.5
Madagascar,1997,4.05,6.21,45.5
Madagascar,1998,4.84,7.19,44.5
Madagascar,1999,4.9,11.6,48.9
Madagascar,2000,6.06,7.92,53.3
Madagascar,2001,-12.7,16.5,52.5
Madagascar,2003,5.28,14,50.8
Madagascar,2004,4.57,18.4,49.9
Madagascar,2005,5.28,10.8,50.3
Madagascar,2006,6.52,10.3,50.7
Madagascar,2007,7.42,7.49,51.1
Madagascar,2008,-3.85,6.93,51.5
Madagascar,2009,0.715,10.2,51.9
Madagascar,2010,2.13,10.4,51.1
Madagascar,2011,2.83,5.47,50.3
Madagascar,2012,2.71,5.45,50.3
Malawi,1990,7.8,10.7,79.9
Malawi,1991,-7.92,13.3,79.9
Malawi,1992,10.8,28.2,79.9
Malawi,1993,-11.6,26.2,79.9
Malawi,1994,9.02,77.2,79.9
Malawi,1995,9.67,52.3,79.9
Malawi,1996,3.79,20.8,79.9
Malawi,1997,2.36,19.5,75.7
Malawi,1998,1.24,39.7,71.5
Malawi,1999,1.58,30.5,67.4
Malawi,2000,-4.97,25.6,63.2
Malawi,2001,2.86,113,59
Malawi,2003,15.8,14.8,50.7
Malawi,2004,3.27,10.7,51.4
Malawi,2005,4.67,20,52.1
Malawi,2006,9.62,4.1,52.9
Malawi,2007,8.34,12,53.6
Malawi,2008,8.94,7.9,54.3
Malawi,2009,6.68,12.1,55
Malawi,2010,4.55,14.1,55.2
Malawi,2011,2.27,17.7,55.3
Malawi,2012,5.4,27.3,55.4
Mali,1990,-0.752,-5.82,58.1
Mali,1991,8.8,0.739,58.1
Mali,1992,-1.9,3.24,58.1
Mali,1993,3.17,39.6,58.1
Mali,1994,7.54,15.8,56.4
Mali,1995,4.75,-1.65,54.7
Mali,1996,7.17,5.58,53
Mali,1997,5.37,1.74,51.3
Mali,1998,7.22,16.3,49.6
Mali,1999,4.26,-0.62,47.9
Mali,2000,12.7,4.68,46.2
Mali,2001,4.91,3.51,46.2
Mali,2003,3,3.6,46.3
Mali,2004,6.69,7.5,46.3
Mali,2005,5.25,4.65,46.4
Mali,2006,4.3,4.56,44.4
Mali,2007,4.98,7.28,42.5
Mali,2008,4.46,4.64,40.6
Mali,2009,5.82,4.37,40.6
Mali,2010,2.66,12.2,40.6
Mali,2011,-0.0687,4.61,40.6
Mali,2012,1.62,0.653,40.6
Mauritania,1990,2.49,41.4,57.4
Mauritania,1991,0.679,5.74,59.7
Mauritania,1992,4.25,11.9,62
Mauritania,1993,4.07,11.1,53.2
Mauritania,1994,4.72,2.84,44.4
Mauritania,1995,6.38,1.86,44.6
Mauritania,1996,3.73,12.1,44.7
Mauritania,1997,3.72,18.5,44.8
Mauritania,1998,3.98,4.77,45
Mauritania,1999,4.97,6.35,45.1
Mauritania,2000,4.34,5.83,46.3
Mauritania,2001,4.07,6.71,47.5
Mauritania,2003,5.11,10.9,50
Mauritania,2004,5.03,14.6,47.7
Mauritania,2005,11.5,14.1,45.5
Mauritania,2006,1.01,8.9,43.2
Mauritania,2007,3.5,10.7,41
Mauritania,2008,-1.21,-0.359,40.8
Mauritania,2009,5.06,22.3,40.6
Mauritania,2010,3.84,17.5,40.4
Mauritania,2011,6.87,0.456,40.2
Mauritania,2012,6.5,4.49,40.1
Mauritius,1990,6.66,8.56,45.1
Mauritius,1991,5.22,5.36,45.1
Mauritius,1992,7.23,9.22,45.1
Mauritius,1993,4.95,6.56,45.1
Mauritius,1994,3.9,5.4,45.1
Mauritius,1995,5.42,7,45.1
Mauritius,1996,6.14,5.12,45.1
Mauritius,1997,6.1,6.96,45.1
Mauritius,1998,5.41,6.57,45.1
Mauritius,1999,2.72,3.41,45.1
Mauritius,2000,7.25,6.23,45.1
Mauritius,2001,3.58,6.22,45.1
Mauritius,2003,4.86,6.85,45.1
Mauritius,2004,3.16,3.95,45.1
Mauritius,2005,4.55,11,45.1
Mauritius,2006,5.6,8.31,45.7
Mauritius,2007,5.86,5.69,46.4
Mauritius,2008,2.91,-0.654,47
Mauritius,2009,4.26,1.13,47.7
Mauritius,2010,3.97,3.16,48.3
Mauritius,2011,3.31,2.47,49
Mauritius,2012,3.1,2.75,48.5
Mongolia,1990,-9.95,93.3,39.9
Mongolia,1991,-10.2,174,39.9
Mongolia,1992,-3.65,319,39.9
Mongolia,1993,1.83,64.3,39.9
Mongolia,1994,6.05,60.3,39.9
Mongolia,1995,2.34,10.8,39.5
Mongolia,1996,4.21,21.7,39.2
Mongolia,1997,3.88,-1.93,38.8
Mongolia,1998,3.57,10.9,40.8
Mongolia,1999,1.35,12,40.8
Mongolia,2000,3.16,10.4,40.8
Mongolia,2001,4.88,6.37,40.8
Mongolia,2003,10.9,16.7,42.3
Mongolia,2004,7.64,20.1,42.7
Mongolia,2005,8.81,22,42.8
Mongolia,2006,10.4,11.6,42.7
Mongolia,2007,8.84,21.4,41.8
Mongolia,2008,-1.5,1.83,40.9
Mongolia,2009,6.34,39.2,41.1
Mongolia,2010,18,15.1,42
Mongolia,2011,12,12.8,42
Mongolia,2012,11.1,2.91,41.5
Morocco,1990,6.46,5.4,48.6
Morocco,1991,-4.42,4.59,48.5
Morocco,1992,-1.46,3.03,48.3
Morocco,1993,9.87,0.655,48.2
Morocco,1994,-7.06,7.54,48
Morocco,1995,11.6,0.435,47.9
Morocco,1996,-2.83,0.713,47.7
Morocco,1997,7.29,0.391,47.5
Morocco,1998,-0.63,0.57,48.3
Morocco,1999,0.455,-0.742,49
Morocco,2000,5.71,0.652,49.3
Morocco,2001,2.6,1.21,49.5
Morocco,2003,4.59,1.22,50
Morocco,2004,1.82,1.19,50.3
Morocco,2005,7.67,1.55,50.5
Morocco,2006,2.61,3.6,51.1
Morocco,2007,5.49,4.53,50.7
Morocco,2008,4.67,0.147,50.3
Morocco,2009,3.57,0.976,49.9
Morocco,2010,4.93,-0.691,49.6
Morocco,2011,2.66,0.369,49.2
Morocco,2012,4.53,1.31,48.8
Myanmar,1990,-0.429,23.7,50.8
Myanmar,1991,3.92,21.7,50.8
Myanmar,1992,2.81,36.2,50.8
Myanmar,1993,3.1,22.1,50.8
Myanmar,1994,2.97,19.6,50.8
Myanmar,1995,2.89,23,50.8
Myanmar,1996,2.73,33.8,50.8
Myanmar,1997,2.7,35.8,50.8
Myanmar,1998,4.04,22.6,50.8
Myanmar,1999,4.65,2.46,50.9
Myanmar,2000,3.75,24.8,50.9
Myanmar,2001,3.76,41.5,50.9
Myanmar,2003,3.81,3.6,50.9
Myanmar,2004,0.0419,19.2,50.9
Myanmar,2005,11.5,21.3,50.9
Myanmar,2006,10.5,23.6,50.9
Myanmar,2007,2.28,13.6,50.9
Myanmar,2008,3.84,4.88,50.9
Myanmar,2009,4.05,7.04,50.9
Myanmar,2010,4.19,10.3,50.9
Myanmar,2011,6.04,3.13,50.9
Myanmar,2012,6.25,4.38,50.9
Namibia,1990,6.44,5.99,71.3
Namibia,1991,10.1,10.3,71.3
Namibia,1992,-1.8,10.4,71.3
Namibia,1993,6.96,20.5,71.3
Namibia,1994,4.45,6.68,71.3
Namibia,1995,3.37,15.2,71.3
Namibia,1996,4.68,7.11,71.3
Namibia,1997,3.94,8.27,71.3
Namibia,1998,4.01,6.79,71.3
Namibia,1999,3.27,11.3,71.3
Namibia,2000,2.15,11.2,71.3
Namibia,2001,3.16,10,71.3
Namibia,2003,7.35,2.04,70.9
Namibia,2004,5.2,5.6,70.5
Namibia,2005,7.15,9.41,70.1
Namibia,2006,5.48,9.29,69.7
Namibia,2007,3.46,11,69.3
Namibia,2008,-1.04,6.95,68.9
Namibia,2009,7.65,3.73,68.1
Namibia,2010,5.83,3.81,67.3
Namibia,2011,5.97,11.3,66.4
Namibia,2012,5.2,4.04,65.6
Nepal,1990,6.29,12.5,45
Nepal,1991,4.04,18.5,45
Nepal,1992,3.8,10.8,45
Nepal,1993,8.21,4.82,45
Nepal,1994,3.49,6.3,45
Nepal,1995,5.37,7.82,43.9
Nepal,1996,4.09,7.28,43.1
Nepal,1997,1.91,4.11,42.5
Nepal,1998,3.34,8.89,42.1
Nepal,1999,6.53,4.47,41.8
Nepal,2000,5.32,11,41.5
Nepal,2001,-0.3,3.93,41.4
Nepal,2003,3.53,4.17,41.2
Nepal,2004,2.27,6.12,41.1
Nepal,2005,1.73,7.36,41.1
Nepal,2006,3.41,7.6,41.2
Nepal,2007,6.11,5.62,40.8
Nepal,2008,4.53,15.9,40.7
Nepal,2009,4.82,15.1,40.9
Nepal,2010,3.88,26.7,40.7
Nepal,2011,5.42,7.74,40.7
Nepal,2012,3.71,7.08,40.6
Netherlands,1990,2.64,3.12,26.1
Netherlands,1991,2.03,2.5,25.8
Netherlands,1992,1.69,1.6,25.9
Netherlands,1993,3.38,2.06,26.5
Netherlands,1994,3.6,2.06,27
Netherlands,1995,3.99,1.04,27
Netherlands,1996,4.64,2.64,27.1
Netherlands,1997,4.21,2.08,26.9
Netherlands,1998,4.91,1.28,27.1
Netherlands,1999,4.04,3.42,27.1
Netherlands,2000,2.04,4.18,28.1
Netherlands,2001,0.352,3.77,28.1
Netherlands,2003,2.73,1.2,28.7
Netherlands,2004,2.09,1.99,29.2
Netherlands,2005,3.69,2.56,29
Netherlands,2006,4.11,2.07,30.5
Netherlands,2007,1.78,2.31,28.1
Netherlands,2008,-3.83,0.221,28.2
Netherlands,2009,1.44,0.94,28.7
Netherlands,2010,0.833,0.194,28.6
Netherlands,2011,-1.31,1.45,28.9
Netherlands,2012,-0.773,1.28,28.1
New Zealand,1990,-1.02,0.89,30.8
New Zealand,1991,1.56,2,32.1
New Zealand,1992,7.15,1.48,32.9
New Zealand,1993,5.75,1.91,32.9
New Zealand,1994,4.17,1.43,32.8
New Zealand,1995,3.12,1.39,31.6
New Zealand,1996,0.87,1.59,32.7
New Zealand,1997,0.00028,1.11,34.5
New Zealand,1998,4.83,0.515,34.6
New Zealand,1999,2.03,2.85,31.7
New Zealand,2000,3.72,3.81,32.7
New Zealand,2001,4.86,0.336,32.7
New Zealand,2003,4.06,2.82,33.1
New Zealand,2004,2.24,2.03,31.4
New Zealand,2005,3.06,2.61,28.5
New Zealand,2006,3.6,5.34,28.8
New Zealand,2007,-0.685,2.61,27.8
New Zealand,2008,-1.73,2.73,30.3
New Zealand,2009,1.63,3.07,29.9
New Zealand,2010,1.68,2.45,31.3
New Zealand,2011,3,-0.142,33
New Zealand,2012,2.52,4.23,31.9
Niger,1990,2.92,-2.64,46
Niger,1991,-6.06,-5.2,46
Niger,1992,1.91,-3.87,47.8
Niger,1993,4.54,22.2,49.5
Niger,1994,3.14,4.25,50
Niger,1995,4,6.97,50.4
Niger,1996,3.54,6.99,50.9
Niger,1997,11.2,6.08,51.4
Niger,1998,0.0718,0.38,51.8
Niger,1999,-0.779,3.18,52.3
Niger,2000,7.74,5.01,52.8
Niger,2001,3.6,2.57,53.3
Niger,2003,-0.25,0.387,54.2
Niger,2004,8,8.58,54.7
Niger,2005,5.83,1.5,51.8
Niger,2006,0.626,7.04,48.8
Niger,2007,9.67,10.1,47.2
Niger,2008,-0.863,4.19,45.6
Niger,2009,11.2,3.48,44
Niger,2010,2.64,3.97,42.4
Niger,2011,11.6,5.31,42.5
Niger,2012,4.03,-0.369,42.5
Nigeria,1990,-0.618,18.9,46.1
Nigeria,1991,0.434,46.8,46.5
Nigeria,1992,2.09,41.6,46.5
Nigeria,1993,0.91,43.3,46.4
Nigeria,1994,-0.307,75.4,46.3
Nigeria,1995,4.99,26.5,46.3
Nigeria,1996,2.8,5.06,46.2
Nigeria,1997,2.72,6.01,46.1
Nigeria,1998,0.474,13.4,46.1
Nigeria,1999,5.32,22.7,46
Nigeria,2000,7.64,10.1,45.9
Nigeria,2001,21.4,21.1,45.9
Nigeria,2003,10.5,22.4,46.4
Nigeria,2004,6.51,19.9,47
Nigeria,2005,6.03,23.9,47.5
Nigeria,2006,6.45,7.1,48.1
Nigeria,2007,6.27,7.92,48.7
Nigeria,2008,6.93,0.686,49.3
Nigeria,2009,7.84,16.3,48.5
Nigeria,2010,7.41,9.78,47.7
Nigeria,2011,6.39,9.95,46.9
Nigeria,2012,6.07,4.96,46.1
North Macedonia,1990,0.311,93.9,25.9
North Macedonia,1991,-6.56,1270,26.8
North Macedonia,1992,-7.48,442,27.6
North Macedonia,1993,-1.75,152,28.5
North Macedonia,1994,-1.12,17.1,29.4
North Macedonia,1995,1.17,2.86,30.1
North Macedonia,1996,1.44,3.93,29.8
North Macedonia,1997,3.37,1.39,30.1
North Macedonia,1998,4.35,2.74,29.9
North Macedonia,1999,4.56,8.18,29.4
North Macedonia,2000,-4.52,4.72,30.2
North Macedonia,2001,0.889,0.944,29.2
North Macedonia,2003,4.15,-0.166,29.8
North Macedonia,2004,4.19,4.9,30.3
North Macedonia,2005,5.08,3.25,30.7
North Macedonia,2006,6.14,4.59,30.8
North Macedonia,2007,5.06,5.49,31.9
North Macedonia,2008,-0.914,0.295,32.3
North Macedonia,2009,2.86,2.04,32.6
North Macedonia,2010,2.8,3.72,32.6
North Macedonia,2011,-0.466,1,32.3
North Macedonia,2012,3,4.48,31.5
Norway,1990,3.86,2.21,22.9
Norway,1991,3.45,-0.64,23.8
Norway,1992,2.88,2.29,25.5
Norway,1993,5.46,-0.156,26.8
Norway,1994,4.62,3.06,26.8
Norway,1995,5.55,4.26,28.3
Norway,1996,5.45,2.79,29.3
Norway,1997,2.35,-0.693,27.2
Norway,1998,2.18,6.67,28.2
Norway,1999,3.36,15.4,31.5
Norway,2000,2.17,1.67,29.7
Norway,2001,1.72,-1.63,29.8
Norway,2003,4.26,5.84,31.5
Norway,2004,3.32,8.75,32.3
Norway,2005,2.41,8.76,33.1
Norway,2006,2.73,2.96,32.6
Norway,2007,-0.152,10.4,33.1
Norway,2008,-1.37,-5.21,29.9
Norway,2009,-0.101,5.97,31.6
Norway,2010,0.882,6.72,32
Norway,2011,2.2,3.34,32.1
Norway,2012,0.238,2.56,31.6
Oman,1990,6.27,-8.5,54.5
Oman,1991,8.95,1.27,54.5
Oman,1992,6.3,-5.39,54.4
Oman,1993,3.61,-0.45,54.5
Oman,1994,3.56,1.76,54.5
Oman,1995,0.58,7.42,54.4
Oman,1996,2.92,-2.24,54.4
Oman,1997,-0.947,-13.9,54.4
Oman,1998,-3.75,11,54.5
Oman,1999,2.13,17.4,54.4
Oman,2000,4.55,-4.56,54.4
Oman,2001,0.176,4.7,54.4
Oman,2003,3.76,13,54.4
Oman,2004,4.53,22.5,54.4
Oman,2005,6.07,13.6,54.5
Oman,2006,7.49,8.26,54.5
Oman,2007,14,33.8,54.5
Oman,2008,2.62,-25.1,54.3
Oman,2009,24,15.6,54.3
Oman,2010,-10.1,16.2,54.4
Oman,2011,3.83,3.38,54.4
Oman,2012,3.69,-2.31,54.3
Pakistan,1990,5.57,13.5,41.7
Pakistan,1991,7.93,10.2,41.5
Pakistan,1992,2.3,8.84,41.3
Pakistan,1993,3.84,13,41.2
Pakistan,1994,5.01,13,41.1
Pakistan,1995,4.82,8.37,41
Pakistan,1996,1.12,13.4,43.1
Pakistan,1997,2.66,7.53,44.9
Pakistan,1998,3.68,5.86,44.2
Pakistan,1999,2.97,38.5,43.4
Pakistan,2000,1.24,5.31,42.6
Pakistan,2001,3.11,3.73,43.2
Pakistan,2003,7.31,7.33,44
Pakistan,2004,7.45,7.84,45.5
Pakistan,2005,5.76,8.87,43.8
Pakistan,2006,6.83,7.27,42.5
Pakistan,2007,3.74,13.2,41.7
Pakistan,2008,-0.864,20.7,41.3
Pakistan,2009,2.77,10.9,41.2
Pakistan,2010,2.77,19.6,42.2
Pakistan,2011,4.11,5.97,41.7
Pakistan,2012,3.36,6.97,41.2
Philippines,1990,-0.411,16.5,51.1
Philippines,1991,0.602,7.93,50.6
Philippines,1992,2.35,6.83,50.1
Philippines,1993,4.53,9.99,49.6
Philippines,1994,4.7,7.55,54
Philippines,1995,5.75,7.66,54
Philippines,1996,5.23,6.22,54
Philippines,1997,-0.46,22.4,52.9
Philippines,1998,3.57,6.59,51.9
Philippines,1999,6.08,9.16,51.1
Philippines,2000,1.84,5.62,50.4
Philippines,2001,4.46,4.23,49.6
Philippines,2003,6.48,5.89,48.7
Philippines,2004,4.95,5.91,48.6
Philippines,2005,5.07,5.11,48.4
Philippines,2006,6.37,3.16,48.2
Philippines,2007,3.84,7.18,48.1
Philippines,2008,2.3,2.74,48.1
Philippines,2009,7.57,4.37,48.2
Philippines,2010,3.89,3.92,48.2
Philippines,2011,6.82,1.99,48.2
Philippines,2012,7.1,2.06,47.7
Poland,1990,-7.09,55.3,25.5
Poland,1991,2.43,38.6,25.4
Poland,1992,3.66,30.6,26.2
Poland,1993,5.21,37.2,28.5
Poland,1994,6.88,27.9,30.8
Poland,1995,5.94,18,30.7
Poland,1996,6.7,13.7,30.7
Poland,1997,5.42,11,31.9
Poland,1998,4.51,6.16,31.3
Poland,1999,4.12,6.12,32.9
Poland,2000,1.15,3.12,33
Poland,2001,1.4,1.85,34.1
Poland,2003,5.34,4.92,36
Poland,2004,3.22,2.56,36.1
Poland,2005,6.29,1.73,37
Poland,2006,6.93,3.72,37
Poland,2007,5.23,3.89,37.6
Poland,2008,1.66,3.79,36.3
Poland,2009,3.86,1.65,36.5
Poland,2010,3.4,3.27,36.7
Poland,2011,1.96,2.36,36.7
Poland,2012,1.6,0.305,36.7
Portugal,1990,4.63,10.1,35.9
Portugal,1991,1.36,11.4,36.5
Portugal,1992,-1.99,7.38,37.8
Portugal,1993,0.856,7.28,38.2
Portugal,1994,4.38,3.43,38.5
Portugal,1995,3.73,2.39,37.9
Portugal,1996,4.03,3.89,38.8
Portugal,1997,4.54,3.83,38.3
Portugal,1998,3.63,3.37,38.7
Portugal,1999,3.85,3.42,38.3
Portugal,2000,1.93,3.72,40.1
Portugal,2001,0.752,4.19,38.8
Portugal,2003,1.48,2.4,39.7
Portugal,2004,0.676,3.33,39
Portugal,2005,1.39,3.18,39.6
Portugal,2006,2.37,2.97,39.4
Portugal,2007,0.0675,1.74,37.8
Portugal,2008,-2.79,1.1,37.7
Portugal,2009,2.01,0.642,37.8
Portugal,2010,-0.813,-0.265,38.4
Portugal,2011,-2.69,-0.388,37.3
Portugal,2012,-1.4,2.25,37.8
Romania,1990,-12.9,195,26.7
Romania,1991,-9.05,200,26.8
Romania,1992,1.06,227,28.2
Romania,1993,3.41,139,29.2
Romania,1994,6.71,43.9,31.1
Romania,1995,3.68,44,31.6
Romania,1996,-6.25,135,32.9
Romania,1997,-5,48.1,34.5
Romania,1998,-1.44,49.5,34.9
Romania,1999,1.81,43.2,34.9
Romania,2000,5.38,38,34.3
Romania,2001,4.69,22.7,37.6
Romania,2003,8.22,15.5,39.1
Romania,2004,3.87,12,39.5
Romania,2005,7.71,10.6,41
Romania,2006,6.14,15.8,45
Romania,2007,7.25,16,44.8
Romania,2008,-6.66,4.09,44.7
Romania,2009,-1.21,3.59,39.9
Romania,2010,2.22,3.77,39.9
Romania,2011,0.685,3.77,41.9
Romania,2012,3.49,3.4,40.8
Russia,1990,-4.93,129,24.6
Russia,1991,-14.4,1490,32.4
Russia,1992,-8.66,888,34.3
Russia,1993,-12.8,307,40.3
Russia,1994,-4.24,144,42.3
Russia,1995,-3.64,46,48.3
Russia,1996,1.35,15.1,46.2
Russia,1997,-5.39,18.5,44.6
Russia,1998,6.4,72.4,47.9
Russia,1999,10.1,37.7,50.5
Russia,2000,5.19,16.5,51
Russia,2001,4.83,15.7,49.1
Russia,2003,7.37,20.3,48.7
Russia,2004,6.6,19.3,48
Russia,2005,8.36,15.1,49.6
Russia,2006,8.68,13.8,49
Russia,2007,5.15,18,51.9
Russia,2008,-7.8,1.97,49.4
Russia,2009,4.28,14.2,45.4
Russia,2010,4.57,24.5,48
Russia,2011,3.23,8.91,45.3
Russia,2012,1.23,5.32,47
Rwanda,1990,-9.94,15,48
Rwanda,1991,-2.36,7.28,49.3
Rwanda,1992,-16.9,13.9,50.5
Rwanda,1993,-45.4,17.2,51.8
Rwanda,1994,49.9,51.3,53.1
Rwanda,1995,11.6,10.9,54.3
Rwanda,1996,2.77,15.6,55.6
Rwanda,1997,20.3,2.23,56.8
Rwanda,1998,14.9,11,58.1
Rwanda,1999,11,3.28,59.3
Rwanda,2000,9.02,-0.388,60
Rwanda,2001,9.92,-5.23,60.6
Rwanda,2003,3.25,11.1,61.8
Rwanda,2004,5.67,9.03,62.4
Rwanda,2005,10.1,2.46,61.6
Rwanda,2006,6.29,12.9,60.8
Rwanda,2007,14.4,14.5,60
Rwanda,2008,7.24,7.15,59.2
Rwanda,2009,8.2,3.19,58.4
Rwanda,2010,9.21,7.19,57.7
Rwanda,2011,8.93,4.72,57
Rwanda,2012,5.91,2.69,56.4
Saudi Arabia,1990,10.3,-2.26,53.5
Saudi Arabia,1991,2,-0.297,53.5
Saudi Arabia,1992,-4.05,-1.66,53.5
Saudi Arabia,1993,-2.66,1.09,53.5
Saudi Arabia,1994,-1.87,5.82,53.5
Saudi Arabia,1995,-0.281,7.84,53.5
Saudi Arabia,1996,0.342,3.46,53.5
Saudi Arabia,1997,0.095,-13.9,53.5
Saudi Arabia,1998,-1.92,14.5,53.5
Saudi Arabia,1999,4.29,10.9,53.5
Saudi Arabia,2000,0.733,-1.65,53.5
Saudi Arabia,2001,1.05,5.96,53.5
Saudi Arabia,2003,6.73,11.1,53.5
Saudi Arabia,2004,7.3,20.1,53.5
Saudi Arabia,2005,5.33,11.6,53.6
Saudi Arabia,2006,5.42,8.44,53.6
Saudi Arabia,2007,7.59,17.7,53.7
Saudi Arabia,2008,0.913,-15.7,53.6
Saudi Arabia,2009,6.39,17.2,53.6
Saudi Arabia,2010,7.83,15.5,53.6
Saudi Arabia,2011,5.12,4.02,53.6
Saudi Arabia,2012,3.2,-1.22,53.6
Senegal,1990,-0.332,-0.924,60.7
Senegal,1991,2.36,-0.827,57.6
Senegal,1992,-2.04,0.0843,54.5
Senegal,1993,3,34,51.4
Senegal,1994,5.16,7.11,51.4
Senegal,1995,4.93,4.16,51.4
Senegal,1996,4.82,1.98,51.3
Senegal,1997,5.51,2.78,51.3
Senegal,1998,4.95,0.0783,51.3
Senegal,1999,5.74,1.26,51.2
Senegal,2000,4.74,6.92,51.2
Senegal,2001,1.22,1.86,49.9
Senegal,2003,6.06,-0.05,47.5
Senegal,2004,5.6,4.71,46.2
Senegal,2005,2.44,2.69,46.4
Senegal,2006,4.96,6.3,46.5
Senegal,2007,3.68,8.13,46.7
Senegal,2008,2.17,-1.69,46.9
Senegal,2009,4.28,1.6,47
Senegal,2010,2.62,3.86,47.2
Senegal,2011,3.18,3.27,47.2
Senegal,2012,3.75,1.19,47.2
Seychelles,1990,2.5,-2.04,52.2
Seychelles,1991,7.79,4.68,52.2
