Country,Year,GDP Growth,Inflation,Top 10% Wealth Percentage
Seychelles,1992,6.16,4.1,52.2
Seychelles,1993,-4.05,0.961,52.2
Seychelles,1994,0.00717,-0.779,52.2
Seychelles,1995,9.47,-1.53,52.2
Seychelles,1996,12,1.08,52.2
Seychelles,1997,1.49,4.37,52.2
Seychelles,1998,0.943,2.06,52.2
Seychelles,1999,4.49,3.98,52.1
Seychelles,2000,-1.18,6.16,52
Seychelles,2001,0.607,3.61,51.9
Seychelles,2003,-1.33,24.7,51.7
Seychelles,2004,9.67,0.459,51.6
Seychelles,2005,8.14,1.44,51.5
Seychelles,2006,10.8,11.8,51.5
Seychelles,2007,-3.64,35,51.5
Seychelles,2008,-0.906,27.5,51.5
Seychelles,2009,3.55,-4.21,51.5
Seychelles,2010,7.14,4.5,51.5
Seychelles,2011,1.98,8.66,51.5
Seychelles,2012,2.67,4.04,51.5
Sierra Leone,1990,-10.1,129,57.7
Sierra Leone,1991,-8.41,82,56.9
Sierra Leone,1992,0.379,26.7,56.1
Sierra Leone,1993,0.349,25.1,55.4
Sierra Leone,1994,-11.8,33.6,54.6
Sierra Leone,1995,-25.8,29.6,53.8
Sierra Leone,1996,-19.8,2.25,53
Sierra Leone,1997,-1.83,23.8,52.3
Sierra Leone,1998,-6.87,17.2,51.5
Sierra Leone,1999,4.31,3.28,50.7
Sierra Leone,2000,16.1,73.8,49.9
Sierra Leone,2001,26.5,-3.92,49.1
Sierra Leone,2003,9.03,12.8,47.6
Sierra Leone,2004,9.1,16.6,46.8
Sierra Leone,2005,4.53,12.3,46.1
Sierra Leone,2006,7.97,6.8,45.3
Sierra Leone,2007,5.16,9.99,44.5
Sierra Leone,2008,2.94,7.78,43.8
Sierra Leone,2009,4.93,17.2,43
Sierra Leone,2010,5.61,17.4,42.2
Sierra Leone,2011,15.4,12,42.8
Sierra Leone,2012,16.3,6.93,43.4
Singapore,1990,6.48,4.44,35.2
Singapore,1991,6.32,1.39,34.6
Singapore,1992,12.5,3.45,34.4
Singapore,1993,11.6,3.46,32.6
Singapore,1994,8.07,3.15,32.5
Singapore,1995,6.53,1.51,34.2
Singapore,1996,7.72,1.08,34.2
Singapore,1997,-2.43,-1.32,36.1
Singapore,1998,8.82,-3.58,39.6
Singapore,1999,10.5,3.86,41
Singapore,2000,-3.73,-1.82,45.4
Singapore,2001,4.51,-0.889,45.1
Singapore,2003,9.44,4.07,41.4
Singapore,2004,6.88,1.91,40.6
Singapore,2005,7.71,1.85,41.9
Singapore,2006,7.47,5.92,40.9
Singapore,2007,2.76,-1.39,45.7
Singapore,2008,1.01,2.96,43.8
Singapore,2009,15.6,1.1,42.3
Singapore,2010,4.66,1.05,44.1
Singapore,2011,0.74,0.47,43.9
Singapore,2012,3.27,-0.45,44.2
South Africa,1990,-0.716,15.7,47.9
South Africa,1991,-1.64,14.6,47.5
South Africa,1992,1.61,13,45
South Africa,1993,3.83,9.56,46.1
South Africa,1994,3.89,10.2,47.2
South Africa,1995,4.86,7.91,48.3
South Africa,1996,2.98,7.99,49.4
South Africa,1997,0.619,7.79,50.5
South Africa,1998,2.5,7.03,51.6
South Africa,1999,4.37,8.8,52.7
South Africa,2000,3.01,7.64,53.8
South Africa,2001,3.95,12.2,54.9
South Africa,2003,4.86,6.53,56.2
South Africa,2004,5.52,5.45,57.9
South Africa,2005,5.81,6.26,59
South Africa,2006,5.68,8.85,61.1
South Africa,2007,3.75,8.83,59.2
South Africa,2008,-1.22,7.5,58.4
South Africa,2009,3.56,6.35,60.7
South Africa,2010,2.89,6.53,61.8
South Africa,2011,1.66,5.28,65.1
South Africa,2012,1.01,6.16,65.1
South Korea,1990,11.1,9.14,34.2
South Korea,1991,7.37,7.78,34.1
South Korea,1992,8.62,6.25,34.1
South Korea,1993,10.8,8.16,34.3
South Korea,1994,10.6,7.02,34.3
South Korea,1995,5.83,4.11,36.7
South Korea,1996,4.87,4,37.4
South Korea,1997,-3.86,4.48,34.9
South Korea,1998,8.89,-1.23,36.7
South Korea,1999,6.38,1.02,37.6
South Korea,2000,3.87,3.48,38.5
South Korea,2001,8.14,3.03,39.7
South Korea,2003,4.55,3.13,40.6
South Korea,2004,3.23,1.04,39.1
South Korea,2005,3.83,-0.223,43.3
South Korea,2006,5,2.42,43.9
South Korea,2007,-1.11,2.83,44.5
South Korea,2008,0.894,3.61,44.1
South Korea,2009,6.62,2.74,44.8
South Korea,2010,1.51,1.28,44.8
South Korea,2011,2,1.25,44.5
South Korea,2012,2.73,1.02,44.3
Spain,1990,2.5,6.94,36.8
Spain,1991,0.981,6.71,36.4
Spain,1992,-0.931,4.54,35.8
Spain,1993,2.52,3.88,36.1
Spain,1994,2.89,4.93,36
Spain,1995,2.51,3.46,35.8
Spain,1996,3.96,2.36,34.6
Spain,1997,4.68,2.57,34.3
Spain,1998,5.03,2.54,34.5
Spain,1999,5.93,3.33,34.1
Spain,2000,4.7,4.11,33.5
Spain,2001,4.04,4.08,33.6
Spain,2003,4.8,3.88,33.5
Spain,2004,5.07,4.1,33.3
Spain,2005,3.96,3.98,34.2
Spain,2006,2.98,3.42,34.2
Spain,2007,0.506,2.25,34.3
Spain,2008,-3.41,0.144,34.9
Spain,2009,0.323,0.153,33.8
Spain,2010,1.13,-0.0198,33.3
Spain,2011,-1.04,-0.115,33.5
Spain,2012,-0.314,0.398,33.9
Sri Lanka,1990,4.64,10.6,44.1
Sri Lanka,1991,4.3,9.4,44.3
Sri Lanka,1992,6.57,9.88,44.4
Sri Lanka,1993,5.09,9.77,44.5
Sri Lanka,1994,4.99,9.3,44.6
Sri Lanka,1995,3.27,10.8,46.2
Sri Lanka,1996,5.83,8.92,47.4
Sri Lanka,1997,4.13,9.21,48.3
Sri Lanka,1998,3.87,4.16,49
Sri Lanka,1999,5.8,7.28,49.6
Sri Lanka,2000,-1.49,13.7,50
Sri Lanka,2001,4.23,8.11,50.4
Sri Lanka,2003,5.83,8.8,49.7
Sri Lanka,2004,6.4,10.4,49.5
Sri Lanka,2005,8.01,11.3,49.3
Sri Lanka,2006,7.08,14,48
Sri Lanka,2007,6.17,16.3,46.8
Sri Lanka,2008,3.71,5.88,45.9
Sri Lanka,2009,8.16,22.8,47.2
Sri Lanka,2010,8.47,3.83,48
Sri Lanka,2011,6.63,10.8,48.6
Sri Lanka,2012,7.31,6.24,48.8
Sudan,1990,6.42,88.8,42
Sudan,1991,4.95,109,42
Sudan,1992,2.85,97.5,42
Sudan,1993,1.88,159,42
Sudan,1994,2.96,105,42
Sudan,1995,5.1,32.6,42
Sudan,1996,9.87,47.6,42
Sudan,1997,5.61,17.7,42
Sudan,1998,7.25,15.8,42
Sudan,1999,9.2,9.85,42
Sudan,2000,5.62,1.61,42
Sudan,2001,5.51,7.39,42
Sudan,2003,4.73,15.7,42
Sudan,2004,8.35,8.62,42
Sudan,2005,8.8,9.38,42
Sudan,2006,8.44,6.67,42
Sudan,2007,3.02,14.2,42
Sudan,2008,4.36,3.96,42
Sudan,2009,1.72,19.6,42.4
Sudan,2010,22.7,20.4,42.9
Sudan,2011,-3.82,21.3,43.4
Sudan,2012,2.46,28,43.9
Sweden,1990,-3.45,8.25,25.9
Sweden,1991,0.663,1.02,25.7
Sweden,1992,-1.67,2.21,26.9
Sweden,1993,4.12,2.59,30.1
Sweden,1994,4.99,3.81,31.2
Sweden,1995,1.59,1.01,29.9
Sweden,1996,2.59,1.53,30.7
Sweden,1997,3.08,0.813,30.6
Sweden,1998,3.74,0.898,30.8
Sweden,1999,5,1.51,29.9
Sweden,2000,1.12,2.48,29.1
Sweden,2001,2.16,1.55,29.4
Sweden,2003,4.4,0.333,30.7
Sweden,2004,3.33,0.686,31.6
Sweden,2005,4.51,1.76,32.4
Sweden,2006,3.45,2.83,32.2
Sweden,2007,-0.739,3.24,31.3
Sweden,2008,-5.08,2.36,29.3
Sweden,2009,6.19,0.948,30.8
Sweden,2010,3.7,1.09,30
Sweden,2011,0.737,1,28.9
Sweden,2012,1.23,0.927,29.1
Switzerland,1990,-1.06,5.41,29.3
Switzerland,1991,0.0513,2.12,28.6
Switzerland,1992,-0.00561,2.32,28.6
Switzerland,1993,1.28,1.18,28.7
Switzerland,1994,0.606,0.738,28.6
Switzerland,1995,0.79,0.281,29.9
Switzerland,1996,2.15,-0.479,31.6
Switzerland,1997,3.14,-0.197,31.8
Switzerland,1998,1.28,0.0398,31.4
Switzerland,1999,3.56,1.36,31.9
Switzerland,2000,1.09,0.975,30.9
Switzerland,2001,0.394,-0.259,29.8
Switzerland,2003,2.75,0.307,32.6
Switzerland,2004,2.63,0.934,33.8
Switzerland,2005,3.88,2.16,34.5
Switzerland,2006,3.89,2.38,33.5
Switzerland,2007,1.73,1.47,31
Switzerland,2008,-3.75,0.418,31.7
Switzerland,2009,2.5,0.335,33.7
Switzerland,2010,1.34,-0.0329,33.6
Switzerland,2011,0.385,-0.00377,32.1
Switzerland,2012,1.72,-0.0233,32.3
Tajikistan,1990,-9.04,99.6,38.6
Tajikistan,1991,-32.5,574,38.7
Tajikistan,1992,-16.2,1210,37.8
Tajikistan,1993,-21.4,263,37.4
Tajikistan,1994,-12.5,295,36.7
Tajikistan,1995,-16.9,430,36.4
Tajikistan,1996,1.36,65.3,36.6
Tajikistan,1997,4.78,87.9,36.7
Tajikistan,1998,2.97,26.5,36.7
Tajikistan,1999,7.27,22.6,38.6
Tajikistan,2000,8.93,30.9,39.6
Tajikistan,2001,8.12,18.8,40.3
Tajikistan,2003,9.2,17.4,41
Tajikistan,2004,5.45,9.51,40.8
Tajikistan,2005,5.99,21.1,40.4
Tajikistan,2006,6.82,27.2,40.1
Tajikistan,2007,6.98,28.2,39.3
Tajikistan,2008,3.15,12.1,39
Tajikistan,2009,6.77,12.5,39.4
Tajikistan,2010,6.36,13.3,39.4
Tajikistan,2011,6.82,11.9,39.9
Tajikistan,2012,6.75,3.63,40
Tanzania,1990,2.6,28.1,42.6
Tanzania,1991,1.09,25.4,42.8
Tanzania,1992,1.25,24.5,43.1
Tanzania,1993,0.981,31.2,43.3
Tanzania,1994,3.43,26.9,43.6
Tanzania,1995,5.34,19.3,43.8
Tanzania,1996,-0.451,20.6,44.1
Tanzania,1997,3.68,67.2,44.4
Tanzania,1998,3.52,10.7,44.6
Tanzania,1999,5.09,8.2,44.9
Tanzania,2000,6.47,4.82,45.4
Tanzania,2001,7.59,7.23,46
Tanzania,2003,7.42,6.89,47.2
Tanzania,2004,7.57,6.39,47.8
Tanzania,2005,6.74,5.51,48.3
Tanzania,2006,7.15,9.1,48.9
Tanzania,2007,7.44,16.4,48.7
Tanzania,2008,6.02,9.04,48.5
Tanzania,2009,7.04,9.43,48.3
Tanzania,2010,6.45,12.2,48.1
Tanzania,2011,7.69,10.5,46.9
Tanzania,2012,7.11,9.67,45.7
Togo,1990,-1.85,2.67,49
Togo,1991,-5.27,3.25,49
Togo,1992,-14.3,-8.2,49
Togo,1993,19.3,35.8,49
Togo,1994,3.7,11.1,49
Togo,1995,7.81,5.39,49
Togo,1996,-5.46,2.04,49
Togo,1997,-1.73,9.56,49
Togo,1998,3.37,1.12,49
Togo,1999,-1.66,10,49
Togo,2000,0.598,1.63,49
Togo,2001,4.26,5.03,49
Togo,2003,1.84,-1.91,49
Togo,2004,0.528,5.88,49
Togo,2005,3.77,-0.509,49
Togo,2006,1.98,4.97,49.4
Togo,2007,2.04,11.8,49.8
Togo,2008,3.51,1.58,50.2
Togo,2009,3.91,0.635,50.6
Togo,2010,4.75,1.08,51
Togo,2011,5.34,1.71,50.2
Togo,2012,5.04,1.72,49.3
Tunisia,1990,3.94,7.04,46.9
Tunisia,1991,7.73,5.69,47.3
Tunisia,1992,2.05,4.69,47.7
Tunisia,1993,3.02,4.53,48.1
Tunisia,1994,2.25,5.35,48.5
Tunisia,1995,6.93,4.36,48.4
Tunisia,1996,5.21,14.1,48.4
Tunisia,1997,4.64,3.27,48.3
Tunisia,1998,5.97,3.36,48.3
Tunisia,1999,4.59,3.28,48.2
Tunisia,2000,4.77,3.91,47.6
Tunisia,2001,1.55,2.28,46.9
Tunisia,2003,5.91,3.35,45.6
Tunisia,2004,4,4.18,45
Tunisia,2005,5.74,3.83,44.5
Tunisia,2006,6.43,2.13,43.9
Tunisia,2007,4.67,6.34,43.4
Tunisia,2008,3.19,3.02,42.8
Tunisia,2009,3.2,3.81,42.2
Tunisia,2010,-2.06,4.28,41.9
Tunisia,2011,3.68,4.8,41.6
Tunisia,2012,2.41,3.88,41.3
Turkey,1990,0.431,59.2,54.2
Turkey,1991,5.49,65.2,54.2
Turkey,1992,7.57,68.4,54.2
Turkey,1993,-5.82,105,54.2
Turkey,1994,6.85,86,54.6
Turkey,1995,6.72,77.2,54.6
Turkey,1996,7.28,81.5,54.6
Turkey,1997,2.86,144,54.6
Turkey,1998,-4.88,54.3,54.6
Turkey,1999,7.17,49.4,54.6
Turkey,2000,-7.66,53,54.6
Turkey,2001,7.7,37.6,54.6
Turkey,2003,8.76,12.4,52.2
Turkey,2004,7.26,7.09,49.6
Turkey,2005,7.04,9.38,48.5
Turkey,2006,4.84,6.2,47.6
Turkey,2007,0.735,12,48.9
Turkey,2008,-4.87,5.45,50.6
Turkey,2009,9.09,7.01,50.1
Turkey,2010,8.42,8.2,50.3
Turkey,2011,2.09,7.42,50.4
Turkey,2012,3.27,6.28,49.8
Turkmenistan,1990,-4.41,106,48.4
Turkmenistan,1991,-14.5,3090,48.4
Turkmenistan,1992,2.11,1130,48
Turkmenistan,1993,-16.9,952,47.8
Turkmenistan,1994,-7.03,706,47.5
Turkmenistan,1995,6.59,1010,47.3
Turkmenistan,1996,-11.7,61.8,47.4
Turkmenistan,1997,6.49,17.6,47.5
Turkmenistan,1998,15.7,23,47.5
Turkmenistan,1999,5.34,23.5,47.5
Turkmenistan,2000,3.32,32.3,47.7
Turkmenistan,2001,1,25.2,47.9
Turkmenistan,2003,13.8,18.3,47.4
Turkmenistan,2004,8.21,7.03,47.9
Turkmenistan,2005,10.5,12.2,47.9
Turkmenistan,2006,10.6,9.27,47.8
Turkmenistan,2007,14.3,59.7,48.1
Turkmenistan,2008,5.76,9.76,48.4
Turkmenistan,2009,8.79,2.31,48.3
Turkmenistan,2010,14.3,12.9,48.1
Turkmenistan,2011,10.7,8.27,48.2
Turkmenistan,2012,9.78,1.15,48.1
Uganda,1990,1.09,26,49.5
Uganda,1991,3.09,45.1,49.3
Uganda,1992,8.13,30.1,49
Uganda,1993,6.11,6.85,48.8
Uganda,1994,12.4,9.38,48.5
Uganda,1995,9.07,4.57,48.2
Uganda,1996,5.29,3.1,49.7
Uganda,1997,4.79,8.79,51.2
Uganda,1998,7.4,-0.113,52.6
Uganda,1999,4.94,11.1,53.7
Uganda,2000,4.98,4.53,54.8
Uganda,2001,6.83,-3.17,55.8
Uganda,2003,5.74,15.6,53.2
Uganda,2004,6.67,-1.74,52
Uganda,2005,9.5,2.41,52.5
Uganda,2006,8.55,7.32,53.1
Uganda,2007,7.68,6.36,53.6
Uganda,2008,7.08,84.6,54.2
Uganda,2009,5.57,5.64,52.8
Uganda,2010,6.68,9.39,51.3
Uganda,2011,2.7,3.84,49.9
Uganda,2012,5.92,3.59,50.3
Ukraine,1990,-8.85,95.6,26.9
Ukraine,1991,-10.2,1760,27.9
Ukraine,1992,-14.4,3330,28.9
Ukraine,1993,-22.8,953,29.6
Ukraine,1994,-12,416,30.3
Ukraine,1995,-9.85,66.1,30.6
Ukraine,1996,-2.98,18.1,30.9
Ukraine,1997,-2,12,31.4
Ukraine,1998,-0.287,27.4,31.5
Ukraine,1999,5.91,23.1,31.8
Ukraine,2000,9.32,9.84,32.2
Ukraine,2001,5.28,5.07,32.7
Ukraine,2003,12.1,15.1,33.5
Ukraine,2004,2.62,24.2,34.1
Ukraine,2005,7.44,14.7,34
Ukraine,2006,7.54,23.1,34.2
Ukraine,2007,2.26,28.6,34.3
Ukraine,2008,-14.9,13,33.9
Ukraine,2009,3.9,13.9,33.9
Ukraine,2010,5,14.2,34
Ukraine,2011,-0.0839,7.79,34.3
Ukraine,2012,-0.316,4.34,34.4
United Arab Emirates,1990,0.389,0.811,54.3
United Arab Emirates,1991,2.9,1.81,54.3
United Arab Emirates,1992,-0.853,1.28,54.2
United Arab Emirates,1993,7.82,-0.262,54.3
United Arab Emirates,1994,6.39,3.91,54.3
United Arab Emirates,1995,5.14,5.77,54.2
United Arab Emirates,1996,8.1,-0.952,54.2
United Arab Emirates,1997,0.889,-4.25,54.2
United Arab Emirates,1998,3.58,8.44,54.4
United Arab Emirates,1999,11.2,11.5,54.6
United Arab Emirates,2000,1.86,-2.35,54.7
United Arab Emirates,2001,0.825,3.77,54.9
United Arab Emirates,2003,12.9,8.5,55.2
United Arab Emirates,2004,15.8,16.5,55.3
United Arab Emirates,2005,21.1,12,55.4
United Arab Emirates,2006,16.4,12.5,55.5
United Arab Emirates,2007,13.9,18.5,55.6
United Arab Emirates,2008,0.107,-15.2,55.8
United Arab Emirates,2009,6.47,12.5,55.8
United Arab Emirates,2010,7.28,13.2,55.8
United Arab Emirates,2011,4.08,2.24,55.8
United Arab Emirates,2012,2.99,-0.867,55.7
United Kingdom,1990,-1.47,6.42,32.3
United Kingdom,1991,0.164,3.32,32
United Kingdom,1992,2.27,2.73,33.3
United Kingdom,1993,4.3,1.39,34.1
United Kingdom,1994,3.04,11.3,34.2
United Kingdom,1995,2.92,4.12,35.3
United Kingdom,1996,3.44,-0.0687,34.8
United Kingdom,1997,3.85,1.03,35.2
United Kingdom,1998,3.61,0.936,35.7
United Kingdom,1999,4.46,1.83,35.1
United Kingdom,2000,3.14,1.12,35.4
United Kingdom,2001,2.72,2.11,35.9
United Kingdom,2003,2.95,2.53,36.7
United Kingdom,2004,1.95,2.7,38
United Kingdom,2005,2.58,2.81,38.3
United Kingdom,2006,3.39,2.7,38.6
United Kingdom,2007,-1.16,3.08,37
United Kingdom,2008,-4.39,1.62,38.1
United Kingdom,2009,1.75,1.61,35
United Kingdom,2010,0.841,2.07,36.1
United Kingdom,2011,0.198,1.66,35.8
United Kingdom,2012,1.76,1.78,37.6
United States,1990,-0.626,3.38,38.2
United States,1991,2.96,2.28,39.3
United States,1992,2.52,2.37,38.9
United States,1993,3.9,2.14,39
United States,1994,2.43,2.1,39.7
United States,1995,3.72,1.83,40.7
United States,1996,4.46,1.72,41.4
United States,1997,4.41,1.13,41.8
United States,1998,4.88,1.44,42.1
United States,1999,4.16,2.24,42.6
United States,2000,1.16,2.19,41.8
United States,2001,1.91,1.58,41.4
United States,2003,3.49,2.69,42.2
United States,2004,3.08,3.11,43.2
United States,2005,2.61,3.03,44.1
United States,2006,1.86,2.69,44
United States,2007,-0.392,1.95,43.6
United States,2008,-3.48,0.762,42.4
United States,2009,2.88,1.17,43.7
United States,2010,1.99,2.09,44.3
United States,2011,2.94,1.92,45.4
United States,2012,2.03,1.75,44.9
Uzbekistan,1990,-0.596,90.7,48.2
Uzbekistan,1991,-11,712,48.3
Uzbekistan,1992,-2.04,1080,47.9
Uzbekistan,1993,-4.93,1240,47.8
Uzbekistan,1994,-0.607,371,47.5
Uzbekistan,1995,1.94,81.6,47.4
Uzbekistan,1996,5.31,66.1,47.5
Uzbekistan,1997,4.37,39,47.5
Uzbekistan,1998,4.2,44.1,45.8
Uzbekistan,1999,3.63,47.3,44.1
Uzbekistan,2000,3.95,45.2,43.8
Uzbekistan,2001,3.49,45.5,43.7
Uzbekistan,2003,6.86,15.9,43.9
Uzbekistan,2004,6.22,21.4,44.5
Uzbekistan,2005,7.18,23.5,44.6
Uzbekistan,2006,9.05,21.9,44.4
Uzbekistan,2007,8.72,26.8,44.8
Uzbekistan,2008,7.63,17.3,45.3
Uzbekistan,2009,7.84,39.4,45.1
Uzbekistan,2010,7.29,21.5,44.9
Uzbekistan,2011,7.06,15.5,44.9
Uzbekistan,2012,7.45,11.7,44.9
Vietnam,1990,5.93,72.5,44.5
Vietnam,1991,8.94,32.6,44.5
Vietnam,1992,8.27,17.4,44.6
Vietnam,1993,8.91,17,44.8
Vietnam,1994,9.54,17,44.9
Vietnam,1995,9.25,8.7,44.9
Vietnam,1996,7.99,6.6,45
Vietnam,1997,5.58,8.84,45
Vietnam,1998,4.61,5.73,45.2
Vietnam,1999,6.65,3.41,45.6
Vietnam,2000,6.81,2.62,45.8
Vietnam,2001,7.04,4.7,46
Vietnam,2003,7.82,8.43,44.9
Vietnam,2004,8.44,18.8,43.9
Vietnam,2005,8.05,8.57,43
Vietnam,2006,8.37,9.63,43.3
Vietnam,2007,6.22,22.7,43.5
Vietnam,2008,5.22,6.22,45.7
Vietnam,2009,6.67,12.1,46.7
Vietnam,2010,5.75,21.3,44.7
Vietnam,2011,5.25,10.9,43.1
Vietnam,2012,5.41,4.76,42.6
Yemen,1990,1.46,12,48.6
Yemen,1991,6.33,13.2,48.7
Yemen,1992,4.15,16.4,48.5
Yemen,1993,3.26,20.8,48.6
Yemen,1994,12,45.7,48.6
Yemen,1995,6.46,36.8,48.5
Yemen,1996,8.12,13.3,48.6
Yemen,1997,4.59,-8.34,48.5
Yemen,1998,3.36,33.5,48.6
Yemen,1999,5.78,23.6,48.6
Yemen,2000,3.44,2.66,48.5
Yemen,2001,3.55,8.64,48.5
Yemen,2003,3.63,14.1,48.5
Yemen,2004,4.26,18.5,48.6
Yemen,2005,3.18,13.6,48.6
Yemen,2006,3.35,10.9,48.7
Yemen,2007,3.66,20.4,48.6
Yemen,2008,3.88,-8.71,48.3
Yemen,2009,7.81,23.6,48.4
Yemen,2010,-10.4,18.1,48.5
Yemen,2011,2.5,5.89,48.5
Yemen,2012,4.48,9.21,48.3
Zambia,1990,-1.96,92.7,58.8
Zambia,1991,-1.73,166,57.4
Zambia,1992,6.8,144,56.1
Zambia,1993,-8.6,80.7,55.6
Zambia,1994,-2.5,30.6,55.1
Zambia,1995,6.59,24.3,54.6
Zambia,1996,3.3,25.4,55.1
Zambia,1997,-1.86,16.9,55.6
Zambia,1998,2.22,17.9,54.6
Zambia,1999,3.55,32.6,53.5
Zambia,2000,4.89,25.3,52.5
Zambia,2001,3.3,19.4,51.4
Zambia,2003,6.18,19.7,60.2
Zambia,2004,5.22,16.7,60.3
Zambia,2005,6.2,14.5,60.4
Zambia,2006,6.31,13,61
Zambia,2007,6.01,10.6,61.6
Zambia,2008,6.1,5.56,62.3
Zambia,2009,7.11,14,62.9
Zambia,2010,6.6,11.1,62.6
Zambia,2011,7.04,6.99,62.3
Zambia,2012,5.85,9.73,62
Zimbabwe,1990,5.61,-6.78,61.6
Zimbabwe,1991,-8.94,-14.1,60.8
Zimbabwe,1992,1.13,-3.79,60
Zimbabwe,1993,9.3,-3.9,59.3
Zimbabwe,1994,0.187,3.04,58.5
Zimbabwe,1995,10.3,8.98,57.8
Zimbabwe,1996,2.64,-2.88,57.3
Zimbabwe,1997,2.81,-27,56.9
Zimbabwe,1998,-0.915,8.01,56.4
Zimbabwe,1999,-3.17,0.628,55.9
Zimbabwe,2000,1.3,-0.131,55.4
Zimbabwe,2001,-9.05,2.71,55
Zimbabwe,2003,-6.07,7.61,54
Zimbabwe,2004,-6.04,5.14,53.5
Zimbabwe,2005,-3.88,-2.02,53.1
Zimbabwe,2006,-4.14,0.895,52.6
Zimbabwe,2007,-18.1,1.35,52.1
Zimbabwe,2008,5.31,95.4,51.7
Zimbabwe,2009,8.89,4.1,51.2
Zimbabwe,2010,9.79,2.55,50.7
Zimbabwe,2011,10,4.03,50.9
Zimbabwe,2012,4.29,9.37,51.1